total_shipments_analyzed,avg_transit_hours,median_transit_hours,std_dev_transit_hours,min_transit_hours,max_transit_hours,avg_facilities_per_shipment,median_facilities_per_shipment,mode_facilities_per_shipment
99,94.006734006734,93.25,64.82974868634497,15.333333333333334,544.2833333333333,2.8282828282828283,3.0,3
